Time     horizontal-angle zenith   slope-distance
08:29:51     69.0206     0.0754     7.945 
08:30:06     69.01345    0.07495    7.9448
08:26:43     68.5922     0.0748     7.9449
08:27:01     69.0226     0.07555    7.9449
08:24:42     69.03425    0.07465    7.9448
08:24:59     69.07265    0.0755     7.9448
08:21:42     69.0403     0.0754     7.945 
08:21:59     69.00275    0.075      7.9447
08:19:47     69.06525    0.07555    7.9449
08:20:00     69.02145    0.07495    7.9447
08:17:46     69.07435    0.07555    7.9451
08:17:56     69.06365    0.0747     7.9449
08:14:47     69.07345    0.07535    7.9448
08:15:03     68.57285    0.07545    7.9448
08:11:49     69.04485    0.07535    7.9449
08:12:04     69.0548     0.07505    7.9446
08:09:43     69.09485    0.07555    7.9449
08:09:54     69.05345    0.07495    7.9449
08:07:47     69.0817     0.07555    7.9449
08:07:58     69.0513     0.0748     7.9449
08:04:50     69.0113     0.07545    7.9449
08:05:06     69.0508     0.0755     7.9449
08:01:41     69.1255     0.07475    7.9447
08:01:59     69.0333     0.0754     7.9449
07:58:48     69.0807     0.0755     7.9449
07:59:03     69.1003     0.07485    7.9448
07:55:50     69.1131     0.07545    7.9449
07:56:03     69.0437     0.07505    7.9448
07:52:43     69.02565    0.07475    7.9449
07:53:00     69.0006     0.07545    7.9448
07:49:46     68.5828     0.0755     7.9449
07:49:59     69.03065    0.07495    7.9447
07:46:48     69.03195    0.0755     7.945 
07:47:02     68.5757     0.0749     7.9448
07:44:41     69.0753     0.07545    7.9448
07:44:54     69.0118     0.0748     7.9448
07:42:46     69.0835     0.07545    7.9449
07:42:58     69.0006     0.07505    7.9449
07:40:42     69.0347     0.0746     7.9448
07:40:59     69.01315    0.07545    7.9448
07:37:48     69.08395    0.07535    7.9449
07:38:04     69.0811     0.0753     7.9449
07:34:49     69.0019     0.0755     7.9448
07:35:02     69.03365    0.0749     7.9449
07:32:38     69.0421     0.07475    7.9446
07:32:55     68.59515    0.07545    7.9449
07:30:45     69.0909     0.0755     7.945 
07:30:57     68.5828     0.07475    7.9449
07:27:50     69.0134     0.07545    7.9449
07:28:05     69.0707     0.075      7.945 
07:24:42     69.0338     0.07525    7.9448
07:25:02     69.03115    0.0754     7.9449
07:22:38     69.0733     0.075      7.945 
07:22:57     69.015      0.0755     7.9448
07:19:42     69.0841     0.0751     7.9449
07:20:01     68.54295    0.0755     7.945 
07:17:44     69.07565    0.0755     7.9449
07:17:57     69.0307     0.07495    7.9447
07:14:47     68.59215    0.07545    7.945 
07:15:02     69.0131     0.0749     7.945 
07:12:42     69.07255    0.0748     7.945 
07:12:59     69.03105    0.0754     7.9449
07:09:47     69.074      0.0754     7.9449
07:10:05     69.0645     0.0752     7.9449
07:06:47     69.0456     0.0753     7.945 
07:07:03     69.04035    0.0753     7.9449
07:04:45     69.02245    0.07545    7.945 
07:04:58     69.06295    0.07495    7.9447
07:02:47     69.0427     0.0755     7.9449
07:02:58     69.01355    0.075      7.945 
06:59:47     69.04215    0.0755     7.9449
07:00:00     69.0611     0.07515    7.9449
06:56:51     69.01045    0.0754     7.9449
06:57:08     69.02495    0.0753     7.945 
06:54:43     69.0412     0.07485    7.9449
06:55:01     69.0109     0.0755     7.9448
06:52:41     69.12025    0.0748     7.9448
06:52:59     69.0452     0.07545    7.9448
06:50:48     69.0729     0.07555    7.9449
06:51:02     68.5955     0.0752     7.9449
06:48:45     69.0844     0.0748     7.9449
06:49:02     69.0252     0.0754     7.9449
06:45:48     69.06465    0.07555    7.9449
06:46:00     69.02225    0.0749     7.9448
06:42:50     69.04035    0.0755     7.9449
06:43:04     69.0917     0.0751     7.9448
06:39:42     69.1111     0.0748     7.9449
06:39:59     69.06455    0.07535    7.9448
06:36:42     69.1116     0.0753     7.9449
06:37:00     69.0449     0.07525    7.9449
06:34:42     69.05005    0.075      7.9451
06:34:58     69.03015    0.07545    7.9449
06:31:49     69.06415    0.07545    7.9448
06:32:05     69.0149     0.07505    7.9448
06:28:45     69.0927     0.07495    7.9449
06:29:04     69.0302     0.0755     7.9448
06:25:48     69.1021     0.07555    7.9449
06:26:00     69.0725     0.0748     7.9448
06:22:48     69.07515    0.07545    7.9449
06:23:32     69.05205    0.075      7.9447
06:19:48     69.16195    0.0754     7.9449
06:20:08     69.05505    0.07525    7.9447
06:17:49     69.1302     0.0755     7.9447
06:18:03     69.0854     0.07485    7.9448
06:14:48     69.04335    0.0755     7.9451
06:15:01     69.1059     0.07505    7.9449
06:12:45     69.0534     0.07545    7.9447
06:12:57     69.03185    0.07515    7.9448
06:09:48     69.08085    0.07525    7.9449
06:10:07     69.0038     0.07525    7.945 
06:06:46     69.07155    0.0756     7.9448
06:06:59     68.59285    0.07495    7.9449
06:03:44     69.07575    0.0753     7.9449
06:04:03     69.01185    0.0753     7.9449
06:00:49     69.01525    0.0752     7.9451
06:01:10     69.03405    0.0755     7.945 
05:58:46     69.1533     0.0755     7.945 
05:58:59     69.0826     0.0751     7.9448
05:55:44     69.0243     0.07515    7.9448
05:56:05     69.02395    0.07535    7.945 
05:53:45     69.071      0.07555    7.9449
05:53:58     69.02235    0.07505    7.9447
05:50:49     69.10125    0.0755     7.9448
05:51:03     69.01165    0.07485    7.9449
05:47:48     69.10375    0.07545    7.9449
05:48:01     69.07505    0.0752     7.9449
05:44:46     69.09575    0.0755     7.9449
05:45:00     69.0551     0.07515    7.9448
05:41:48     69.0404     0.0754     7.9448
05:42:05     69.04       0.0752     7.9449
05:39:39     69.06415    0.0747     7.9448
05:39:56     69.0235     0.07555    7.9449
05:36:48     69.09555    0.07545    7.9449
05:37:04     69.0439     0.07505    7.9448
05:33:47     69.05565    0.0754     7.9448
05:34:04     69.0401     0.07505    7.9448
05:31:45     69.10245    0.07545    7.9449
05:31:58     69.0708     0.07495    7.9449
05:28:48     69.11115    0.0755     7.9449
05:29:00     69.0946     0.075      7.9448
05:26:45     69.0725     0.0755     7.9448
05:26:58     69.0906     0.0751     7.9449
05:23:47     69.0812     0.07535    7.945 
05:24:00     69.044      0.07515    7.9449
05:21:43     69.02125    0.07505    7.9448
05:22:01     69.003      0.0755     7.945 
05:18:43     69.0432     0.07505    7.9447
05:19:02     69.05465    0.0755     7.9448
05:15:42     69.08005    0.0752     7.9448
05:16:00     69.0649     0.07555    7.9449
05:12:50     69.0707     0.07525    7.9449
05:13:08     69.03035    0.07525    7.9448
05:09:50     69.06515    0.0755     7.945 
05:10:04     69.06005    0.07485    7.9448
05:06:47     69.07485    0.07555    7.9448
05:07:00     69.05095    0.0752     7.9448
05:04:43     69.01125    0.07555    7.9448
05:04:56     69.05585    0.0748     7.9449
05:02:49     69.07145    0.0755     7.945 
05:03:01     69.06       0.07485    7.945 
04:59:46     69.1339     0.0754     7.9449
04:59:59     68.5857     0.07525    7.9448
04:56:42     69.08245    0.0747     7.9449
04:56:59     69.022      0.0755     7.9449
04:53:44     69.05205    0.07495    7.9449
04:54:02     68.58595    0.07555    7.9448
04:51:44     69.02565    0.07475    7.9448
04:52:01     69.01505    0.0755     7.9448
04:48:42     69.03105    0.0751     7.9448
04:49:00     69.00055    0.07545    7.9447
04:45:46     69.0651     0.07525    7.9449
04:46:04     69.00595    0.07525    7.9449
04:42:48     69.0415     0.0754     7.945 
04:43:03     69.05405    0.07505    7.945 
04:39:44     69.0121     0.0747     7.945 
04:40:00     69.0653     0.07545    7.945 
04:36:45     69.0622     0.0746     7.9448
04:37:01     68.57375    0.0755     7.9447
04:33:50     69.0536     0.07545    7.9448
04:34:06     69.0438     0.07525    7.9448
04:30:49     69.094      0.0754     7.9449
04:31:02     69.0527     0.0753     7.9448
04:27:42     69.06205    0.07515    7.945 
04:28:00     69.0747     0.0754     7.9449
04:24:47     69.08245    0.07555    7.9449
04:24:59     69.0323     0.075      7.9447
04:21:49     69.02355    0.0755     7.945 
04:22:02     69.0401     0.0748     7.9449
04:18:49     69.04075    0.07545    7.9448
04:19:08     69.0343     0.07525    7.9449
04:15:43     69.0544     0.075      7.9449
04:16:01     69.02005    0.0755     7.9448
04:12:49     69.08465    0.07555    7.9449
04:13:00     68.5734     0.0749     7.9448
04:10:44     69.0541     0.0749     7.945 
04:11:02     69.0249     0.0754     7.9449
04:07:48     68.58505    0.0756     7.9449
04:08:02     69.0516     0.07495    7.9448
04:05:44     69.05145    0.07545    7.945 
04:06:00     69.0205     0.0751     7.9449
04:03:42     69.0549     0.0748     7.945 
04:03:58     69.0125     0.07545    7.9446
04:01:38     69.05245    0.07475    7.9448
04:01:55     69.01185    0.07545    7.9449
03:58:47     69.09215    0.07545    7.945 
03:59:35     68.59415    0.07545    7.9449
03:56:41     69.0254     0.0755     7.945 
03:56:54     69.0539     0.07515    7.945 
03:54:42     69.08325    0.0748     7.9448
03:54:58     69.00205    0.0754     7.9448
03:51:50     69.03245    0.07535    7.9449
03:52:04     69.02415    0.0753     7.9449
03:48:48     69.04115    0.07535    7.9449
03:49:04     69.0643     0.0756     7.9449
03:45:46     69.0343     0.07555    7.9447
03:45:59     69.04255    0.07515    7.9447
03:42:48     69.0714     0.0754     7.9448
03:43:02     69.05035    0.0753     7.9448
03:39:48     69.1137     0.0754     7.9449
03:40:03     69.07365    0.0751     7.9448
03:36:48     69.06535    0.07545    7.9451
03:37:04     69.0556     0.07525    7.9448
03:33:42     69.07405    0.07465    7.9449
03:33:59     69.07435    0.0756     7.9449
03:30:50     69.1055     0.0755     7.9449
03:31:01     69.0925     0.07485    7.9449
03:28:42     69.11145    0.0747     7.9449
03:28:58     69.0721     0.07545    7.9449
03:25:46     69.102      0.07545    7.9449
03:26:00     69.0542     0.0751     7.9448
03:22:48     68.59125    0.0754     7.9449
03:23:03     68.5738     0.07495    7.9449
03:19:47     68.5927     0.07555    7.9451
03:19:59     69.00335    0.0751     7.9448
03:16:47     68.59345    0.0754     7.9449
03:17:02     69.01335    0.07495    7.9449
03:14:41     69.02435    0.07555    7.9449
03:14:54     68.5601     0.0752     7.9449
03:12:49     69.0004     0.0755     7.9449
03:13:02     68.5553     0.07505    7.9449
03:10:42     69.042      0.07545    7.9449
03:10:56     69.0204     0.07505    7.945 
03:08:42     69.11015    0.0747     7.9449
03:08:58     69.07495    0.07545    7.9447
03:05:49     68.56575    0.0748     7.9448
03:06:06     69.03025    0.07545    7.9448
03:02:50     68.5546     0.07545    7.9449
03:03:05     68.5541     0.075      7.9449
02:59:48     69.0437     0.07545    7.9449
03:00:01     68.57145    0.07515    7.9448
02:57:38     69.0625     0.0748     7.9447
02:57:55     68.5718     0.07545    7.9447
02:55:47     69.04515    0.0756     7.9449
02:56:01     69.01505    0.07485    7.9448
02:52:48     69.0356     0.0754     7.945 
02:53:03     69.0318     0.0751     7.9449
02:50:44     69.0545     0.07555    7.9447
02:50:57     69.00245    0.0752     7.9449
02:48:42     69.0831     0.0747     7.9448
02:48:58     69.0028     0.07555    7.9448
02:45:49     69.08395    0.07545    7.9449
02:46:06     69.0256     0.0755     7.9449
02:43:42     69.073      0.0747     7.945 
02:43:58     69.0246     0.07545    7.9449
02:40:51     69.115      0.0755     7.9448
02:41:02     69.05435    0.07515    7.9448
02:38:39     69.06415    0.07465    7.945 
02:38:56     69.01385    0.07565    7.9448
02:35:43     69.05155    0.07495    7.9448
02:36:03     69.03235    0.07545    7.9449
02:32:49     69.0251     0.0753     7.9449
02:33:05     68.56355    0.0753     7.9449
02:30:42     69.07135    0.07495    7.9448
02:31:01     68.57435    0.07555    7.9449
02:27:48     69.03225    0.0754     7.9448
02:28:01     68.59425    0.0752     7.9448
02:24:47     69.0814     0.0755     7.9449
02:24:59     68.5803     0.07505    7.9449
02:21:48     69.02515    0.0754     7.9448
02:22:02     69.0524     0.07505    7.9448
02:18:51     69.03085    0.0755     7.9449
02:19:03     69.0446     0.0749     7.9449
02:16:45     69.02085    0.0755     7.945 
02:17:00     69.06375    0.07495    7.9449
02:14:15     68.59475    0.07525    7.9451
02:14:36     69.02575    0.07535    7.9447
02:11:44     69.0621     0.0754     7.9449
02:11:57     68.58055    0.07505    7.9449
02:09:15     69.0142     0.0756     7.9448
02:09:28     69.0016     0.0751     7.9448
02:05:44     69.025      0.0756     7.9449
02:06:01     69.01035    0.0755     7.945 
02:03:44     68.5955     0.0755     7.9449
02:03:58     68.5938     0.075      7.9448
02:01:48     69.0457     0.07545    7.9449
02:02:02     69.0053     0.0752     7.9448
01:58:42     69.02125    0.07495    7.945 
01:59:29     69.03345    0.0756     7.945 
01:55:46     69.0448     0.07545    7.9448
01:56:00     68.5713     0.0751     7.9447
01:52:43     69.04105    0.0748     7.9449
01:53:01     68.58415    0.0754     7.9449
01:49:45     69.0437     0.07515    7.9449
01:50:05     68.59145    0.07545    7.9448
01:46:41     69.05425    0.0747     7.9449
01:46:59     69.01145    0.07545    7.9449
01:43:45     68.58045    0.0753     7.9448
01:44:01     68.58155    0.07525    7.9448
01:41:47     68.59005    0.0755     7.9448
01:42:02     68.57305    0.07505    7.9449
01:38:47     69.0358     0.07545    7.9448
01:39:01     69.004      0.0752     7.9451
01:36:48     69.03135    0.0756     7.9449
01:37:00     68.59475    0.0751     7.9449
01:33:45     68.5939     0.0748     7.9448
01:34:32     68.59195    0.0751     7.945 
01:30:48     69.01215    0.07475    7.9449
01:31:05     69.0234     0.0756     7.9449
01:27:49     68.57575    0.07515    7.9449
01:28:38     68.5749     0.07535    7.9449
01:24:47     69.0104     0.07555    7.9449
01:25:00     68.57155    0.07495    7.945 
01:21:50     68.59435    0.07535    7.945 
01:22:04     69.0046     0.0748     7.945 
01:18:43     69.0227     0.07485    7.9448
01:19:02     68.5934     0.0755     7.9448
01:15:43     69.03065    0.0747     7.9448
01:16:01     68.5648     0.07555    7.945 
01:12:49     69.05525    0.07545    7.9449
01:13:04     68.5704     0.0751     7.9449
01:09:49     69.0359     0.0755     7.9449
01:10:04     69.02025    0.0748     7.9449
01:06:43     69.06035    0.0747     7.9449
01:07:01     69.00435    0.07555    7.9451
01:03:49     69.0156     0.0752     7.9452
01:04:09     69.01155    0.0754     7.9449
01:00:50     68.5954     0.07525    7.9448
01:01:09     68.58445    0.07525    7.945 
00:57:46     68.57535    0.0747     7.9449
00:58:04     68.5119     0.0755     7.9449
00:54:48     68.551      0.07545    7.9449
00:55:02     68.5617     0.07515    7.9449
00:51:43     68.58575    0.07515    7.9448
00:52:03     68.5447     0.07555    7.9447
00:48:43     68.55415    0.075      7.9448
00:49:01     68.5758     0.07545    7.945 
00:45:47     68.56565    0.07555    7.9447
00:45:59     68.5501     0.07495    7.9448
00:42:44     68.49525    0.075      7.9448
00:43:03     68.5211     0.07545    7.9449
00:39:49     68.5944     0.07535    7.945 
00:40:04     68.56495    0.07485    7.9449
00:37:48     69.00385    0.07545    7.9449
00:38:02     68.54555    0.075      7.9449
00:34:48     68.55375    0.0752     7.9449
00:35:03     68.5553     0.0755     7.9448
00:31:45     68.53145    0.07545    7.945 
00:31:59     68.52145    0.07505    7.9449
00:28:49     68.53585    0.07545    7.9449
00:29:02     68.5059     0.07485    7.9449
00:25:50     68.53055    0.07535    7.945 
00:26:11     68.5127     0.07525    7.945 
00:22:50     68.5414     0.07535    7.9449
00:23:06     68.53195    0.075      7.9448
00:19:50     68.5333     0.07505    7.945 
00:20:10     68.4953     0.07535    7.9448
00:16:52     68.451      0.0752     7.9449
00:17:11     68.5223     0.0753     7.9449
00:13:50     68.55495    0.0755     7.9449
00:14:05     68.5156     0.07495    7.9448
00:10:51     68.4825     0.07515    7.9449
00:11:08     68.48475    0.07545    7.9449
00:07:47     68.53105    0.0755     7.945 
00:08:00     68.53405    0.07495    7.945 
00:04:50     68.48085    0.07495    7.945 
00:05:09     68.4834     0.07555    7.9451
00:01:44     68.5406     0.0749     7.9448
00:02:03     68.48335    0.07555    7.945 
